datetime,date,hour,day_of_week,month,year,is_weekend,week_num,day_num,vehicles_hour,motorcycle,car_4wheel,ebike_3wheel,daily_total,revenue_hour,daily_revenue,is_morning_peak,is_lunch_peak,is_afternoon_peak,is_peak_hour,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,moto_ratio,car_ratio,ebike_ratio,lag_1h,lag_2h,lag_3h,lag_24h,roll_3h,roll_7h,roll_24h
2024-11-21 16:00:00,2024-11-21,16,3,11,2024,0,47,0,10.21,10,0,0,197,257.93,4975.0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.8920606601248884,0.0,0.0,7.96,9.84,15.29,0.0,9.336666666666668,12.035714285714288,15.294545454545455
2024-11-21 17:00:00,2024-11-21,17,3,11,2024,0,47,0,14.59,15,0,0,197,368.58,4975.0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.9621552277100706,0.0,0.0,10.21,7.96,9.84,0.0,10.920000000000002,12.517142857142858,15.235833333333334
2024-11-21 18:00:00,2024-11-21,18,3,11,2024,0,47,0,8.02,7,0,0,197,202.42,4975.0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.7760532150776054,0.0,0.0,14.59,10.21,7.96,0.0,10.940000000000003,12.152857142857144,14.680769230769231
2024-11-21 19:00:00,2024-11-21,19,3,11,2024,0,47,0,3.81,4,0,0,197,96.13,4975.0,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.8316008316008315,0.0,0.0,8.02,14.59,10.21,0.0,8.806666666666667,9.960000000000003,13.904285714285715
2024-11-22 06:00:00,2024-11-22,6,4,11,2024,0,47,1,4.97,5,0,0,173,126.03,4385.0,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8375209380234506,0.0,0.0,3.81,8.02,14.59,6.06,5.600000000000001,8.485714285714286,13.82642857142857
2024-11-22 07:00:00,2024-11-22,7,4,11,2024,0,47,1,20.26,20,0,0,173,513.59,4385.0,1,0,0,1,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.940733772342427,0.0,0.0,4.97,3.81,8.02,23.36,9.680000000000001,9.974285714285715,13.605000000000002
2024-11-22 08:00:00,2024-11-22,8,4,11,2024,0,47,1,32.41,31,0,0,173,821.37,4385.0,1,0,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9278659084106556,0.0,0.0,20.26,4.97,3.81,34.63,19.213333333333335,13.467142857142859,13.446428571428573
2024-11-22 09:00:00,2024-11-22,9,4,11,2024,0,47,1,17.61,17,0,0,173,446.43,4385.0,1,0,0,1,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9134873723804406,0.0,0.0,32.41,20.26,4.97,19.94,23.426666666666666,14.524285714285714,13.28
2024-11-22 10:00:00,2024-11-22,10,4,11,2024,0,47,1,10.36,11,0,0,173,262.63,4385.0,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9683098591549296,0.0,0.0,17.61,32.41,20.26,11.22,20.126666666666665,13.920000000000002,13.218571428571428
2024-11-22 11:00:00,2024-11-22,11,4,11,2024,0,47,1,8.69,8,0,0,173,220.2,4385.0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.825593395252838,0.0,0.0,10.36,17.61,32.41,10.57,12.219999999999999,14.015714285714285,13.084285714285715
2024-11-22 12:00:00,2024-11-22,12,4,11,2024,0,47,1,17.11,17,0,0,173,433.68,4385.0,0,1,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9387078961899503,0.0,0.0,8.69,10.36,17.61,19.16,12.053333333333333,15.915714285714285,12.937857142857142
2024-11-22 13:00:00,2024-11-22,13,4,11,2024,0,47,1,13.28,14,0,0,173,336.62,4385.0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9803921568627452,0.0,0.0,17.11,8.69,10.36,15.29,13.026666666666666,17.102857142857143,12.794285714285715
2024-11-22 14:00:00,2024-11-22,14,4,11,2024,0,47,1,8.42,9,0,0,173,213.44,4385.0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9554140127388535,0.0,0.0,13.28,17.11,8.69,9.84,12.936666666666667,15.411428571428573,12.692857142857145
2024-11-22 15:00:00,2024-11-22,15,4,11,2024,0,47,1,6.68,7,0,0,173,169.24,4385.0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9114583333333334,0.0,0.0,8.42,13.28,17.11,7.96,9.459999999999999,11.735714285714284,12.60142857142857
2024-11-22 16:00:00,2024-11-22,16,4,11,2024,0,47,1,8.78,9,0,0,173,222.5,4385.0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.9202453987730062,0.0,0.0,6.68,8.42,13.28,10.21,7.96,10.474285714285713,12.499285714285714
2024-11-22 17:00:00,2024-11-22,17,4,11,2024,0,47,1,12.86,14,0,0,173,325.97,4385.0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1.0101010101010102,0.0,0.0,8.78,6.68,8.42,14.59,9.44,10.831428571428573,12.375714285714285
2024-11-22 18:00:00,2024-11-22,18,4,11,2024,0,47,1,6.86,7,0,0,173,173.99,4385.0,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.8905852417302799,0.0,0.0,12.86,8.78,6.68,8.02,9.5,10.570000000000002,12.292857142857143
2024-11-22 19:00:00,2024-11-22,19,4,11,2024,0,47,1,3.5,3,0,0,173,88.83,4385.0,0,0,0,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.6666666666666666,0.0,0.0,6.86,12.86,8.78,3.81,7.739999999999999,8.625714285714286,12.270714285714286
2024-11-23 06:00:00,2024-11-23,6,5,11,2024,1,47,2,1.51,2,0,0,151,38.06,3795.0,0,0,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.7968127490039841,0.0,0.0,3.5,6.86,12.86,4.97,3.956666666666667,6.944285714285715,12.02357142857143
2024-11-23 07:00:00,2024-11-23,7,5,11,2024,1,47,2,7.54,7,0,0,151,189.42,3795.0,1,0,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.8196721311475411,0.0,0.0,1.51,3.5,6.86,20.26,4.183333333333334,6.81857142857143,11.114999999999998
2024-11-23 08:00:00,2024-11-23,8,5,11,2024,1,47,2,15.7,15,0,0,151,394.51,3795.0,1,0,0,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.8982035928143713,0.0,0.0,7.54,1.51,3.5,32.41,8.25,8.107142857142858,9.921428571428573
2024-11-23 09:00:00,2024-11-23,9,5,11,2024,1,47,2,18.65,19,0,0,151,468.76,3795.0,1,0,0,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9669211195928754,0.0,0.0,15.7,7.54,1.51,17.61,13.963333333333333,9.517142857142858,9.995714285714286
2024-11-23 10:00:00,2024-11-23,10,5,11,2024,1,47,2,16.69,16,0,0,151,419.53,3795.0,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9044657998869418,0.0,0.0,18.65,15.7,7.54,10.36,17.013333333333332,10.064285714285715,10.447857142857142
2024-11-23 11:00:00,2024-11-23,11,5,11,2024,1,47,2,14.3,15,0,0,151,359.34,3795.0,0,0,0,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9803921568627451,0.0,0.0,16.69,18.65,15.7,8.69,16.546666666666667,11.127142857142859,10.848571428571429
2024-11-23 12:00:00,2024-11-23,12,5,11,2024,1,47,2,17.41,18,0,0,151,437.57,3795.0,0,1,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.977729494839761,0.0,0.0,14.3,16.69,18.65,17.11,16.133333333333336,13.114285714285716,10.870000000000001
2024-11-23 13:00:00,2024-11-23,13,5,11,2024,1,47,2,15.27,15,0,0,151,383.82,3795.0,0,1,0,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9219422249539029,0.0,0.0,17.41,14.3,16.69,13.28,15.660000000000002,15.08,11.012142857142859
2024-11-23 14:00:00,2024-11-23,14,5,11,2024,1,47,2,13.77,14,0,0,151,345.99,3795.0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9478672985781991,0.0,0.0,15.27,17.41,14.3,8.42,15.483333333333334,15.97,11.394285714285715
2024-11-23 15:00:00,2024-11-23,15,5,11,2024,1,47,2,12.4,12,0,0,151,311.52,3795.0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.8955223880597015,0.0,0.0,13.77,15.27,17.41,6.68,13.813333333333333,15.498571428571429,11.802857142857144
2024-11-23 16:00:00,2024-11-23,16,5,11,2024,1,47,2,8.75,9,0,0,151,219.96,3795.0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.9230769230769231,0.0,0.0,12.4,13.77,15.27,8.78,11.64,14.084285714285715,11.800714285714287
2024-11-23 17:00:00,2024-11-23,17,5,11,2024,1,47,2,6.6,6,0,0,151,165.96,3795.0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.7894736842105263,0.0,0.0,8.75,12.4,13.77,12.86,9.25,12.642857142857142,11.353571428571428
2024-11-23 18:00:00,2024-11-23,18,5,11,2024,1,47,2,2.87,3,0,0,151,72.2,3795.0,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.7751937984496123,0.0,0.0,6.6,8.75,12.4,6.86,6.073333333333333,11.010000000000002,11.06857142857143
2024-11-23 19:00:00,2024-11-23,19,5,11,2024,1,47,2,0.0,0,0,0,151,0.0,3795.0,0,0,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,2.87,6.6,8.75,3.5,3.1566666666666663,8.522857142857145,10.81857142857143
2024-11-25 06:00:00,2024-11-25,6,0,11,2024,0,48,4,6.58,6,0,0,222,165.35,5580.0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.7915567282321899,0.0,0.0,0.0,2.87,6.6,1.51,3.15,7.281428571428572,11.180714285714288
2024-11-25 07:00:00,2024-11-25,7,0,11,2024,0,48,4,26.54,26,0,0,222,667.02,5580.0,1,0,0,1,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.944081336238199,0.0,0.0,6.58,0.0,2.87,7.54,11.04,9.105714285714287,12.537857142857144
2024-11-25 08:00:00,2024-11-25,8,0,11,2024,0,48,4,39.99,40,0,1,222,1005.05,5580.0,1,0,0,1,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9758477677482312,0.0,0.02439619419370578,26.54,6.58,0.0,15.7,24.37,13.047142857142859,14.272857142857143
2024-11-25 09:00:00,2024-11-25,9,0,11,2024,0,48,4,22.89,22,0,0,222,575.46,5580.0,1,0,0,1,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9208874005860193,0.0,0.0,39.99,26.54,6.58,18.65,29.80666666666667,15.067142857142857,14.575714285714286
2024-11-25 10:00:00,2024-11-25,10,0,11,2024,0,48,4,13.17,13,0,0,222,331.06,5580.0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9174311926605505,0.0,0.0,22.89,39.99,26.54,16.69,25.349999999999998,16.005714285714287,14.324285714285713
2024-11-25 11:00:00,2024-11-25,11,0,11,2024,0,48,4,10.63,10,0,0,222,267.19,5580.0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.8598452278589853,0.0,0.0,13.17,22.89,39.99,14.3,15.563333333333333,17.114285714285717,14.06214285714286
2024-11-25 12:00:00,2024-11-25,12,0,11,2024,0,48,4,22.44,22,0,0,222,563.97,5580.0,0,1,0,1,1.2246467991473532e-16,-1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9385665529010239,0.0,0.0,10.63,13.17,22.89,17.41,15.413333333333334,20.32,14.421428571428573
2024-11-25 13:00:00,2024-11-25,13,0,11,2024,0,48,4,16.98,18,0,0,222,426.67,5580.0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.5000000000000004,0.8660254037844384,1.0011123470522802,0.0,0.0,22.44,10.63,13.17,15.27,16.683333333333334,21.805714285714284,14.543571428571429
2024-11-25 14:00:00,2024-11-25,14,0,11,2024,0,48,4,11.3,11,0,0,222,283.99,5580.0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.8943089430894309,0.0,0.0,16.98,22.44,10.63,13.77,16.90666666666667,19.62857142857143,14.367142857142857
2024-11-25 15:00:00,2024-11-25,15,0,11,2024,0,48,4,8.27,8,0,0,222,207.83,5580.0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.8629989212513485,0.0,0.0,11.3,16.98,22.44,12.4,12.183333333333332,15.097142857142858,14.072142857142856
2024-11-25 16:00:00,2024-11-25,16,0,11,2024,0,48,4,11.39,12,0,0,222,286.18,5580.0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9685230024213075,0.0,0.0,8.27,11.3,16.98,8.75,10.32,13.454285714285716,14.260714285714286
2024-11-25 17:00:00,2024-11-25,17,0,11,2024,0,48,4,18.61,18,0,0,222,467.69,5580.0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9178990311065783,0.0,0.0,11.39,8.27,11.3,6.6,12.756666666666666,14.231428571428571,15.118571428571428
2024-11-25 18:00:00,2024-11-25,18,0,11,2024,0,48,4,8.54,9,0,0,222,214.58,5580.0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9433962264150945,0.0,0.0,18.61,11.39,8.27,2.87,12.846666666666666,13.932857142857145,15.52357142857143
2024-11-25 19:00:00,2024-11-25,19,0,11,2024,0,48,4,4.95,4,0,0,222,124.52,5580.0,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.6722689075630252,0.0,0.0,8.54,18.61,11.39,0.0,10.700000000000001,11.434285714285716,15.877142857142857
2024-11-26 06:00:00,2024-11-26,6,1,11,2024,0,48,5,6.09,6,0,0,208,153.2,5230.0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.846262341325811,0.0,0.0,4.95,8.54,18.61,6.58,6.526666666666666,9.87857142857143,15.842142857142859
2024-11-26 07:00:00,2024-11-26,7,1,11,2024,0,48,5,24.07,25,0,0,208,605.15,5230.0,1,0,0,1,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.9972078181092939,0.0,0.0,6.09,4.95,8.54,26.54,11.703333333333333,11.702857142857143,15.665714285714285
2024-11-26 08:00:00,2024-11-26,8,1,11,2024,0,48,5,37.53,37,0,1,208,943.55,5230.0,1,0,0,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.9602906825849987,0.0,0.025953802232026993,24.07,6.09,4.95,39.99,22.563333333333333,15.882857142857144,15.49
2024-11-26 09:00:00,2024-11-26,9,1,11,2024,0,48,5,18.69,21,0,0,208,470.04,5230.0,1,0,0,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1.0665312341289994,0.0,0.0,37.53,24.07,6.09,22.89,26.763333333333332,16.925714285714285,15.19
2024-11-26 10:00:00,2024-11-26,10,1,11,2024,0,48,5,11.99,12,0,0,208,301.37,5230.0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.9237875288683602,0.0,0.0,18.69,37.53,24.07,13.17,22.736666666666668,15.980000000000002,15.105714285714287
2024-11-26 11:00:00,2024-11-26,11,1,11,2024,0,48,5,9.78,10,0,0,208,245.81,5230.0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.927643784786642,0.0,0.0,11.99,18.69,37.53,10.63,13.486666666666666,16.157142857142855,15.045000000000002
2024-11-26 12:00:00,2024-11-26,12,1,11,2024,0,48,5,22.64,21,0,0,208,569.17,5230.0,0,1,0,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.8883248730964467,0.0,0.0,9.78,11.99,18.69,22.44,14.803333333333333,18.684285714285714,15.059285714285712
2024-11-26 13:00:00,2024-11-26,13,1,11,2024,0,48,5,18.41,17,0,0,208,462.8,5230.0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.8758371973209685,0.0,0.0,22.64,9.78,11.99,16.98,16.94333333333333,20.444285714285716,15.161428571428571
2024-11-26 14:00:00,2024-11-26,14,1,11,2024,0,48,5,11.06,10,0,0,208,278.06,5230.0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.8291873963515755,0.0,0.0,18.41,22.64,9.78,11.3,17.37,18.585714285714285,15.144285714285713
2024-11-26 15:00:00,2024-11-26,15,1,11,2024,0,48,5,7.93,8,0,0,208,199.5,5230.0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.8958566629339306,0.0,0.0,11.06,18.41,22.64,8.27,12.466666666666667,14.357142857142858,15.120000000000001
2024-11-26 16:00:00,2024-11-26,16,1,11,2024,0,48,5,10.27,10,0,0,208,258.2,5230.0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.8873114463176576,0.0,0.0,7.93,11.06,18.41,11.39,9.753333333333332,13.154285714285715,15.040000000000001
2024-11-26 17:00:00,2024-11-26,17,1,11,2024,0,48,5,16.27,16,0,0,208,409.19,5230.0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.9264620729588883,0.0,0.0,10.27,7.93,11.06,18.61,11.49,13.765714285714283,14.872857142857143
2024-11-26 18:00:00,2024-11-26,18,1,11,2024,0,48,5,8.8,8,0,0,208,221.37,5230.0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.8163265306122448,0.0,0.0,16.27,10.27,7.93,8.54,11.780000000000001,13.625714285714285,14.891428571428573
2024-11-26 19:00:00,2024-11-26,19,1,11,2024,0,48,5,4.2,4,0,0,208,105.64,5230.0,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.7692307692307692,0.0,0.0,8.8,16.27,10.27,4.95,9.756666666666668,10.991428571428573,14.837857142857143
2024-11-27 06:00:00,2024-11-27,6,2,11,2024,0,48,6,6.31,6,0,0,209,158.54,5255.0,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.8207934336525308,0.0,0.0,4.2,8.8,16.27,6.09,6.436666666666667,9.262857142857142,14.853571428571428
2024-11-27 07:00:00,2024-11-27,7,2,11,2024,0,48,6,27.75,24,0,0,209,697.85,5255.0,1,0,0,1,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.8347826086956521,0.0,0.0,6.31,4.2,8.8,24.07,12.753333333333336,11.647142857142857,15.116428571428571
2024-11-27 08:00:00,2024-11-27,8,2,11,2024,0,48,6,38.15,37,0,0,209,959.19,5255.0,1,0,0,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.9450830140485313,0.0,0.0,27.75,6.31,4.2,37.53,24.069999999999997,15.964285714285714,15.160714285714286
2024-11-27 09:00:00,2024-11-27,9,2,11,2024,0,48,6,20.28,21,0,0,209,510.01,5255.0,1,0,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.9868421052631579,0.0,0.0,38.15,27.75,6.31,18.69,28.726666666666663,17.39428571428571,15.274285714285714
2024-11-27 10:00:00,2024-11-27,10,2,11,2024,0,48,6,13.1,12,0,0,209,329.48,5255.0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.851063829787234,0.0,0.0,20.28,38.15,27.75,11.99,23.843333333333334,16.94142857142857,15.353571428571428
2024-11-27 11:00:00,2024-11-27,11,2,11,2024,0,48,6,10.02,10,0,0,209,251.86,5255.0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.9074410163339384,0.0,0.0,13.1,20.28,38.15,9.78,14.466666666666667,17.115714285714287,15.370714285714286
2024-11-27 12:00:00,2024-11-27,12,2,11,2024,0,48,6,20.88,21,0,0,209,524.95,5255.0,0,1,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.9597806215722121,0.0,0.0,10.02,13.1,20.28,22.64,14.666666666666666,19.49857142857143,15.245000000000001
